"编号","开始答题时间","结束答题时间","答题时长","1.性别","2.年龄","3.饮食偏好:是否喜欢辣","3.饮食偏好:是否喜欢甜","3.饮食偏好:是否喜欢酸","3.饮食偏好:是否偏爱素食","3.饮食偏好:能否接受生食（如刺身）","3.饮食偏好:能否接受冷食（如冰淇淋）","3.饮食偏好:能否接受带有臭味的食物（如螺蛳粉 榴莲 臭豆腐）","3.饮食偏好:能否接受重口味食物","3.饮食偏好:能否接受清淡口味食物","4.您喜欢的菜系（多选）:川菜（如麻辣香锅、毛血旺）","4.您喜欢的菜系（多选）:粤菜&港式（如烧腊、菠萝油）","4.您喜欢的菜系（多选）:湘菜（如小炒黄牛肉）","4.您喜欢的菜系（多选）:江浙菜（如西湖醋鱼、东坡肉）","4.您喜欢的菜系（多选）:日料（如寿司、刺身）","4.您喜欢的菜系（多选）:韩餐（如石锅拌饭）","4.您喜欢的菜系（多选）:西餐（如牛排、披萨）","4.您喜欢的菜系（多选）:东南亚风格（如冬阴功汤）","4.您喜欢的菜系（多选）:其他____{fillblank-514a}","4.您喜欢的菜系（多选）:其他____{fillblank-514a}[选项填空]","5.为食物打分:沙拉","5.为食物打分:麻辣香锅","5.为食物打分:酸菜鱼","5.为食物打分:甜甜圈","5.为食物打分:水煮蔬菜","5.为食物打分:白切鸡","5.为食物打分:寿司","5.为食物打分:麻辣烫","5.为食物打分:韩式炸鸡","5.为食物打分:冬阴功汤","5.为食物打分:蜜汁叉烧","5.为食物打分:烧烤","5.为食物打分:菌菇汤","5.为食物打分:卤味","5.为食物打分:蛋挞","5.为食物打分:红烧肉","5.为食物打分:汉堡","5.为食物打分:石锅拌饭","5.为食物打分:煲仔饭","5.为食物打分:皮蛋瘦肉粥","5.为食物打分:刺身","5.为食物打分:牛排","5.为食物打分:披萨","5.为食物打分:冰淇淋","5.为食物打分:布丁","5.为食物打分:新疆爆辣炒粉","5.为食物打分:小笼包","5.为食物打分:酸辣粉","5.为食物打分:小米粥","5.为食物打分:螺蛳粉","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"385","17-Apr-2025 10:38:29","17-Apr-2025 10:40:38","129","B.男","C.31-50岁","B.否","A.是","B.否","B.否","B.否","A.是","A.是","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","3","2","4","2","3","3","2","2","3","2","3","3","3","4","2","3","2","1","1","3","1","3","1","4","3","1","3","1","4","1","简体中文","未清洗","","中国","","","","240e:478:1e70:166:ad8e:be73:9604:d12a","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003932) NetType/4G Language/zh_CN","",
"384","17-Apr-2025 09:49:11","17-Apr-2025 09:52:08","177","A.女","A.18岁以下","B.否","A.是","A.是","B.否","B.否","A.是","B.否","B.否","A.是","","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","5","3","4","5","5","4","3","2","3","2","3","2","4","4","4","4","5","3","2","4","1","3","4","5","5","1","3","4","3","1","简体中文","未清洗","","中国","浙江省","杭州市","","124.160.201.89","Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.32(0x18002038) NetType/4G Language/zh_CN","",
"383","17-Apr-2025 09:46:17","17-Apr-2025 09:49:00","163","B.男","A.18岁以下","A.是","A.是","B.否","A.是","B.否","A.是","B.否","B.否","A.是","","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","3","4","5","2","4","5","3","2","3","2","4","4","4","4","2","5","2","3","4","5","1","4","2","1","2","3","4","2","4","3","简体中文","未清洗","","中国","浙江省","杭州市","","124.160.201.89","Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.32(0x18002038) NetType/4G Language/zh_CN","",
"382","17-Apr-2025 09:44:11","17-Apr-2025 09:46:08","117","B.男","A.18岁以下","B.否","A.是","A.是","B.否","B.否","A.是","A.是","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","4","0","3","4","4","5","3","0","3","0","4","2","0","3","2","4","3","0","4","4","0","3","3","4","3","0","4","0","4","0","简体中文","未清洗","","中国","浙江省","杭州市","","124.160.201.89","Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.32(0x18002038) NetType/4G Language/zh_CN","",
"381","17-Apr-2025 09:41:43","17-Apr-2025 09:43:22","99","B.男","A.18岁以下","A.是","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","3","5","5","1","2","2","5","5","4","1","2","5","3","4","3","2","5","5","3","2","5","5","5","4","4","2","2","2","2","4","简体中文","未清洗","","中国","浙江省","杭州市","","124.160.201.89","Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.32(0x18002038) NetType/4G Language/zh_CN","",
"380","17-Apr-2025 08:33:02","17-Apr-2025 08:35:49","167","B.男","D.51岁及以上","B.否","B.否","B.否","A.是","B.否","A.是","B.否","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","3","3","4","2","4","4","3","3","3","4","2","2","5","4","3","4","5","3","3","5","2","4","4","3","3","2","5","3","5","2","简体中文","未清洗","","中国","浙江省","绍兴市","","61.174.212.227","Mozilla/5.0 (Linux; Android 11; CMA-AN00 Build/HONORCMA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/2233 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"379","17-Apr-2025 08:26:50","17-Apr-2025 08:29:07","137","A.女","A.18岁以下","B.否","A.是","A.是","B.否","A.是","A.是","A.是","B.否","A.是","","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","4","3","4","3","4","3","4","3","4","3","4","5","3","4","3","5","3","4","4","5","2","4","4","4","3","3","4","2","4","3","简体中文","未清洗","","中国","浙江省","杭州市","","124.160.201.89","Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.32(0x18002038) NetType/4G Language/zh_CN","",
"378","17-Apr-2025 08:24:03","17-Apr-2025 08:26:41","158","B.男","A.18岁以下","B.否","A.是","B.否","A.是","B.否","B.否","B.否","B.否","A.是","","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","5","0","5","3","5","5","2","0","1","3","2","1","4","5","5","5","2","4","5","5","0","5","2","0","5","0","4","0","5","0","简体中文","未清洗","","中国","浙江省","杭州市","","124.160.201.89","Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.32(0x18002038) NetType/4G Language/zh_CN","",
"377","17-Apr-2025 08:16:51","17-Apr-2025 08:23:52","421","B.男","A.18岁以下","B.否","A.是","B.否","B.否","B.否","B.否","B.否","B.否","A.是","","","C.湘菜（如小炒黄牛肉）","","","","","","","","0","0","0","0","0","0","5","0","5","0","0","5","0","0","5","5","5","0","0","0","0","5","0","5","0","0","5","0","0","0","简体中文","未清洗","","中国","浙江省","杭州市","","124.160.201.89","Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.32(0x18002038) NetType/4G Language/zh_CN","",
"376","17-Apr-2025 08:12:57","17-Apr-2025 08:16:42","225","B.男","A.18岁以下","A.是","A.是","B.否","A.是","B.否","A.是","A.是","B.否","A.是","","","C.湘菜（如小炒黄牛肉）","","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","0","3","5","1","0","3","3","5","5","0","0","5","0","5","5","3","3","3","0","5","0","5","5","5","0","0","5","3","3","3","简体中文","未清洗","","中国","浙江省","杭州市","","124.160.201.89","Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.32(0x18002038) NetType/4G Language/zh_CN","",
"375","17-Apr-2025 08:09:00","17-Apr-2025 08:12:49","229","B.男","A.18岁以下","A.是","A.是","B.否","B.否","B.否","A.是","A.是","B.否","A.是","","","C.湘菜（如小炒黄牛肉）","","","","","","","","5","2","5","2","5","5","4","0","0","1","4","5","5","5","5","3","5","5","5","4","0","5","5","5","5","4","4","2","5","0","简体中文","未清洗","","中国","浙江省","杭州市","","124.160.201.89","Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.32(0x18002038) NetType/4G Language/zh_CN","",
"374","17-Apr-2025 00:09:53","17-Apr-2025 00:12:15","142","B.男","B.19-30岁","B.否","A.是","A.是","B.否","A.是","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","2","3","4","3","3","2","5","4","4","3","4","4","3","4","4","4","4","4","3","4","5","4","4","5","3","2","4","2","3","2","简体中文","未清洗","","中国","广东省","深圳市","","116.31.95.38","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003932) NetType/WIFI Language/zh_CN","",
"373","16-Apr-2025 23:48:43","16-Apr-2025 23:51:09","146","A.女","B.19-30岁","B.否","A.是","A.是","B.否","B.否","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","2","0","5","2","2","0","4","3","3","3","3","3","2","3","3","4","3","3","4","3","1","4","3","4","5","0","4","0","3","0","简体中文","未清洗","","英国","England","","","31.205.104.118","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003932) NetType/WIFI Language/zh_CN","",
"372","16-Apr-2025 23:39:10","16-Apr-2025 23:41:48","158","A.女","C.31-50岁","B.否","B.否","B.否","B.否","A.是","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","3","3","4","0","3","4","4","0","0","0","3","1","3","3","3","4","1","4","4","4","2","4","4","0","0","2","4","2","3","2","简体中文","未清洗","","中国","山东省","青岛市","","112.9.38.216","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003932) NetType/WIFI Language/zh_CN","",
"371","16-Apr-2025 23:16:40","16-Apr-2025 23:22:21","341","B.男","A.18岁以下","B.否","A.是","B.否","B.否","B.否","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","1","0","1","5","3","3","5","3","5","1","5","5","1","3","5","5","5","3","3","1","0","5","5","5","5","0","5","1","1","1","简体中文","未清洗","","中国","浙江省","绍兴市","","183.144.22.249","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003932) NetType/WIFI Language/zh_CN","",
"370","16-Apr-2025 22:24:01","16-Apr-2025 22:25:52","111","A.女","A.18岁以下","B.否","A.是","B.否","A.是","B.否","A.是","B.否","B.否","A.是","","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","1","0","0","5","5","2","3","0","2","0","2","3","5","1","5","2","5","5","5","1","0","4","5","5","5","0","5","0","1","3","简体中文","未清洗","","中国","","","","2409:8924:3c4e:3589:404d:9d6d:2e1a:1759","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"369","16-Apr-2025 22:06:23","16-Apr-2025 22:08:20","117","A.女","C.31-50岁","B.否","A.是","A.是","A.是","A.是","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","2","2","2","0","0","0","4","2","2","2","2","2","3","4","2","4","3","2","2","2","4","2","0","2","0","0","0","0","4","0","简体中文","未清洗","","中国","浙江省","杭州市","","2409:8a28:e22:c4e4:256f:d878:225a:1929","Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.56(0x1800383b) NetType/4G Language/zh_CN","",
"368","16-Apr-2025 21:52:07","16-Apr-2025 21:54:05","118","A.女","C.31-50岁","B.否","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","2","4","2","4","3","5","2","3","5","4","3","4","3","3","3","3","4","4","4","3","4","4","4","3","2","4","4","3","3","简体中文","未清洗","","中国","浙江省","宁波市","","221.12.59.243","Mozilla/5.0 (Linux; Android 12; ADA-AL00U Build/HUAWEIADA-AL00U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/3785 MicroMessenger/8.0.57.2820(0x28003997) WeChat/ar","",
"367","16-Apr-2025 21:48:25","16-Apr-2025 21:50:09","104","A.女","D.51岁及以上","A.是","B.否","A.是","A.是","A.是","B.否","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","","H.东南亚风格（如冬阴功汤）","","","4","4","5","3","4","4","3","4","3","5","4","3","5","4","4","4","3","3","4","4","5","4","3","3","4","3","3","4","4","3","简体中文","未清洗","","中国","江苏省","常州市","","112.21.171.196","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"366","16-Apr-2025 21:48:18","16-Apr-2025 21:49:44","86","B.男","B.19-30岁","B.否","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","2","2","2","2","1","1","5","2","2","2","0","5","1","2","5","5","4","4","3","2","4","5","3","3","4","3","5","3","3","1","简体中文","未清洗","","中国","","","","240e:47e:34d1:3ee5:306a:d2ff:fe41:962a","Mozilla/5.0 (Linux; Android 15; 2206123SC Build/AQ3A.241006.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300473 MMWEBSDK/20250201 MMWEBID/7211 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/ar","",
"365","16-Apr-2025 21:22:03","16-Apr-2025 21:23:47","104","A.女","C.31-50岁","B.否","A.是","A.是","A.是","A.是","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","","","","G.西餐（如牛排、披萨）","","","","5","0","3","0","4","3","3","2","0","0","0","3","4","4","3","2","3","3","3","3","3","4","4","3","3","4","2","2","4","2","简体中文","未清洗","","中国","","","","240e:400:3c28:e62:256a:a0db:698a:5bae","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"364","16-Apr-2025 21:19:11","16-Apr-2025 21:22:57","226","A.女","A.18岁以下","B.否","A.是","B.否","A.是","B.否","A.是","A.是","A.是","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","2","0","0","5","5","5","5","0","3","0","3","3","4","5","5","5","4","5","3","0","1","4","5","5","5","0","4","0","0","0","简体中文","未清洗","","中国","浙江省","绍兴市","","39.171.132.4","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003932) NetType/WIFI Language/zh_CN","",
"363","16-Apr-2025 21:19:47","16-Apr-2025 21:21:55","128","A.女","C.31-50岁","A.是","B.否","A.是","B.否","B.否","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","2","3","4","1","4","5","2","2","0","2","2","2","3","3","3","3","2","0","2","3","0","4","2","1","0","0","3","3","2","3","简体中文","未清洗","","中国","广东省","深圳市","","2409:8a55:3560:ddb1:a9ad:ffcf:e8a1:42f8","Mozilla/5.0 (Linux; Android 10; VOG-AL00 Build/HUAWEIVOG-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/9131 MicroMessenger/8.0.57.2820(0x28003952) WeChat/arm6","",
"362","16-Apr-2025 21:18:42","16-Apr-2025 21:21:15","153","B.男","A.18岁以下","A.是","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","2","5","5","2","1","1","5","5","3","1","1","5","3","3","3","1","5","5","3","2","5","5","5","4","4","3","3","4","1","3","简体中文","未清洗","","中国","浙江省","绍兴市","","39.171.132.4","Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"361","16-Apr-2025 21:16:47","16-Apr-2025 21:18:27","100","A.女","A.18岁以下","B.否","A.是","B.否","B.否","B.否","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","2","0","3","5","2","5","5","0","3","0","3","2","5","3","5","5","3","3","3","2","0","3","3","4","5","0","3","0","2","0","简体中文","未清洗","","中国","浙江省","绍兴市","","39.171.132.4","Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"360","16-Apr-2025 21:13:16","16-Apr-2025 21:14:44","88","B.男","D.51岁及以上","B.否","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","3","5","5","3","4","4","4","4","4","5","5","5","5","5","5","4","5","5","5","4","5","4","5","4","3","5","4","5","3","简体中文","未清洗","","中国","江苏省","常州市","","183.208.185.149","Mozilla/5.0 (Linux; Android 12; ALN-AL10 Build/HUAWEIALN-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/8914 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"359","16-Apr-2025 21:02:20","16-Apr-2025 21:04:32","132","A.女","D.51岁及以上","B.否","B.否","B.否","B.否","B.否","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","5","3","3","3","5","5","3","3","2","4","4","3","3","4","2","3","3","3","4","4","2","3","4","3","4","3","4","3","4","3","简体中文","未清洗","","中国","广东省","广州市","","2409:895a:4a6:cee8:7d8d:8c35:ed9f:ec61","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"358","16-Apr-2025 21:00:57","16-Apr-2025 21:03:03","126","A.女","D.51岁及以上","B.否","B.否","B.否","B.否","B.否","B.否","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","3","5","5","2","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","简体中文","未清洗","","中国","江苏省","常州市","","223.66.50.44","Mozilla/5.0 (Linux; Android 13; RMX3361 Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20240404 MMWEBID/291 MicroMessenger/8.0.49.2600(0x2800315A) WeChat/arm64","",
"357","16-Apr-2025 20:56:14","16-Apr-2025 20:57:29","75","A.女","C.31-50岁","A.是","A.是","A.是","A.是","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","5","5","4","5","5","4","5","4","5","5","5","4","4","简体中文","未清洗","","中国","广东省","汕头市","","223.104.82.239","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/en","",
